condition,k,fold,repeat,scope,cluster_id,pooled_pixels,pooled_fraction,sample_macro_fraction
M01,6,5,3,clean_test,3,181747,0.22821929505129526,0.27924504572780073
M01,6,5,3,clean_test,4,370489,0.46522219571304796,0.39715441643776883
M01,6,5,3,clean_test,5,184908,0.23218855557090298,0.25626579216910234
M01,6,5,3,clean_test,6,35008,0.043959466077325864,0.040242800481180396
M01,8,1,1,clean_test,1,174282,0.19227340726455935,0.19818139818904917
M01,8,1,1,clean_test,2,7060,0.007788814996888887,0.011966017800290184
M01,8,1,1,clean_test,3,440670,0.4861610629856977,0.46244359371711125
M01,8,1,1,clean_test,4,3071,0.0033880242004880696,0.0053291090180263186
M01,8,1,1,clean_test,5,183720,0.20268570697286492,0.18201656480004796
M01,8,1,1,clean_test,6,63284,0.06981690768599381,0.08655768542660199
M01,8,1,1,clean_test,7,22017,0.02428984982811652,0.03716408198668563
M01,8,1,1,clean_test,8,12324,0.013596226065390743,0.01634154906218756
M01,8,1,2,clean_test,1,166843,0.184066467496591,0.2035155712420836
M01,8,1,2,clean_test,2,36793,0.0405911997422851,0.05679028004395072
M01,8,1,2,clean_test,3,175583,0.19370871155789537,0.19879970997357468
M01,8,1,2,clean_test,4,398860,0.44003495037664325,0.38420810957841056
M01,8,1,2,clean_test,5,2297,0.0025341229529537925,0.004209234733344405
M01,8,1,2,clean_test,6,4090,0.004512217186582939,0.010471871518131205
M01,8,1,2,clean_test,7,15328,0.016910333749619384,0.020401112742942804
M01,8,1,2,clean_test,8,106634,0.11764199693742912,0.12160411016756208
M01,8,1,3,clean_test,1,455040,0.5020145008759659,0.48136953384982056
M01,8,1,3,clean_test,2,227659,0.2511605996284316,0.24379916197695944
M01,8,1,3,clean_test,3,134533,0.14842105495417177,0.141850516477806
M01,8,1,3,clean_test,4,9923,0.010947367027496943,0.01597903869853152
M01,8,1,3,clean_test,5,14552,0.016054226038913183,0.019536302202398714
M01,8,1,3,clean_test,6,2477,0.00273270463842688,0.00433411619911597
M01,8,1,3,clean_test,7,5712,0.006301658819012652,0.014509096188404545
M01,8,1,3,clean_test,8,56532,0.0623678880175811,0.07862223440696317
M01,8,2,1,clean_test,1,162389,0.20774756449374093,0.20789372338730122
M01,8,2,1,clean_test,2,3088,0.003950541472369877,0.004364743287002109
M01,8,2,1,clean_test,3,22762,0.02911989151362796,0.03387770911532847
M01,8,2,1,clean_test,4,229538,0.2936526517114109,0.2986467164239305
M01,8,2,1,clean_test,5,9121,0.011668681596336026,0.010746882536396673
M01,8,2,1,clean_test,6,121819,0.15584553485188668,0.16289393786259881
M01,8,2,1,clean_test,7,100479,0.12854483698259483,0.16678924065181588
M01,8,2,1,clean_test,8,132469,0.1694702973780328,0.11478704673562626
M01,8,2,2,clean_test,1,28597,0.03658472619344604,0.043671399618122456
M01,8,2,2,clean_test,2,93111,0.11911880409126673,0.10531821122071468
M01,8,2,2,clean_test,3,14624,0.018708781895057345,0.01566798646048334
M01,8,2,2,clean_test,4,135660,0.17355260885417667,0.12404181038370339
M01,8,2,2,clean_test,5,122031,0.15611675078198461,0.2008258568939482
M01,8,2,2,clean_test,6,264695,0.33862971989279295,0.3396467094868839
M01,8,2,2,clean_test,7,119959,0.15346599886140483,0.16675878992340853
M01,8,2,2,clean_test,8,2988,0.0038226094298708527,0.00406923601273557
M01,8,2,3,clean_test,1,239040,0.3058087543896682,0.31310934854349387
M01,8,2,3,clean_test,2,131375,0.16807072083309346,0.17013635741158684
M01,8,2,3,clean_test,3,9179,0.01174288218098546,0.009880911985632424
M01,8,2,3,clean_test,4,99372,0.12712862927213064,0.16821829498527302
M01,8,2,3,clean_test,5,129817,0.16607753961095867,0.11119657586063714
M01,8,2,3,clean_test,6,3290,0.004208964198217906,0.004689631463357477
M01,8,2,3,clean_test,7,151536,0.1938630999213218,0.19464324002834626
M01,8,2,3,clean_test,8,18056,0.023099409593623867,0.028125639721672906
M01,8,3,1,clean_test,1,215004,0.3220155702864537,0.35097925403453445
M01,8,3,1,clean_test,2,263336,0.3944033237379471,0.3313101961523507
M01,8,3,1,clean_test,3,99131,0.14847037961185114,0.12471803111168152
M01,8,3,1,clean_test,4,246,0.00036843886760463816,0.00040801552440690827
M01,8,3,1,clean_test,5,2384,0.003570562034022184,0.005273198851537342
M01,8,3,1,clean_test,6,38650,0.05788683834520026,0.09978489367004773
M01,8,3,1,clean_test,7,38361,0.05745399756171351,0.06619240258778489
M01,8,3,1,clean_test,8,10570,0.01583088955520742,0.021334008067656486
M01,8,3,2,clean_test,1,239239,0.3583127896214066,0.3017124202224623
M01,8,3,2,clean_test,2,2444,0.0036604251724623397,0.005440249200777576
M01,8,3,2,clean_test,3,132796,0.19889108887164847,0.1653965415332995
M01,8,3,2,clean_test,4,36874,0.055226889447371655,0.062391873568083435
M01,8,3,2,clean_test,5,11538,0.01728068152204193,0.022683513104095835
M01,8,3,2,clean_test,6,72,0.00010783576612818677,0.0001149811792665995
M01,8,3,2,clean_test,7,206500,0.30927896813153566,0.34099360874885126
M01,8,3,2,clean_test,8,38219,0.05724132146740514,0.10126681244316349
M01,8,3,3,clean_test,1,227976,0.3414439808172154,0.2950233255018489
M01,8,3,3,clean_test,2,1759,0.002634487675270563,0.003861863766205379
M01,8,3,3,clean_test,3,194332,0.2910547236558721,0.25971236285847016
M01,8,3,3,clean_test,4,27821,0.04166803957572617,0.07919951127537159
M01,8,3,3,clean_test,5,54040,0.08093673335510018,0.07631591998206268
M01,8,3,3,clean_test,6,12157,0.018207769566949535,0.024302501754088435
M01,8,3,3,clean_test,7,116321,0.17421616877495574,0.20445626490053698
M01,8,3,3,clean_test,8,33276,0.04983809657891032,0.05712824996141589
M01,8,4,1,clean_test,1,3563,0.004750001666433366,0.0045388240194651
M01,8,4,1,clean_test,2,280963,0.3745648942481386,0.36664327684518705
M01,8,4,1,clean_test,3,31640,0.04218076136007626,0.04526417388505875
M01,8,4,1,clean_test,4,178804,0.23837196125875712,0.22186674468575207
M01,8,4,1,clean_test,5,9988,0.013315469167649863,0.01514479178961913
M01,8,4,1,clean_test,6,163795,0.2183627625465768,0.22535189175060114
M01,8,4,1,clean_test,7,41061,0.05474033635291059,0.05868295282751825
M01,8,4,1,clean_test,8,40291,0.05371381339945741,0.06250734419679854
M01,8,4,2,clean_test,1,284985,0.3799268102465655,0.3749514571430484
M01,8,4,2,clean_test,2,47980,0.06396437832036848,0.07347861945533019
M01,8,4,2,clean_test,3,139362,0.18578998940148378,0.19363006385909481
M01,8,4,2,clean_test,4,3336,0.0044473773671685965,0.004306662387612074
M01,8,4,2,clean_test,5,29392,0.03918384759467008,0.04205774879776829
M01,8,4,2,clean_test,6,10869,0.01448997140400344,0.016473754404847576
M01,8,4,2,clean_test,7,189583,0.2527419494604089,0.23180617221869043
M01,8,4,2,clean_test,8,44598,0.05945567620533125,0.06329552173360822
M01,8,4,3,clean_test,1,253969,0.33857793242279416,0.32963991346417754
M01,8,4,3,clean_test,2,3258,0.004343391925130482,0.004212903339882
M01,8,4,3,clean_test,3,30873,0.04115823784670146,0.04412908590684776
M01,8,4,3,clean_test,4,206912,0.2758440484998767,0.25705538676511247
M01,8,4,3,clean_test,5,49355,0.06579745502296346,0.0756576196752634
M01,8,4,3,clean_test,6,154070,0.2053979109591324,0.21449111715344155
M01,8,4,3,clean_test,7,41284,0.05503762806540417,0.059037525305587965
M01,8,4,3,clean_test,8,10384,0.013843395257997214,0.015776448389687336
M01,8,5,1,clean_test,1,152603,0.19162324045355802,0.2353991316305015
M01,8,5,1,clean_test,2,246214,0.3091703605108178,0.3117517717421492
M01,8,5,1,clean_test,3,218368,0.27420420156459935,0.20331214664584646
M01,8,5,1,clean_test,4,17335,0.0217675201225561,0.02115490631393563
M01,8,5,1,clean_test,5,12303,0.015448849153031883,0.0144793942850725
M01,8,5,1,clean_test,6,120563,0.15139068523425042,0.18281920997365186
M01,8,5,1,clean_test,7,4486,0.005633060009794443,0.0068006421116751595
M01,8,5,1,clean_test,8,24498,0.03076208295139194,0.024282797297167612
M01,8,5,2,clean_test,1,5268,0.006615015633436719,0.008050299258325757
M01,8,5,2,clean_test,2,141569,0.17776787171792005,0.21074339123701147
M01,8,5,2,clean_test,3,306575,0.38496553109735426,0.3425674662656795
M01,8,5,2,clean_test,4,157224,0.19742581965669223,0.24835799879187123
M01,8,5,2,clean_test,5,9247,0.011611436894910657,0.01120934562129982
M01,8,5,2,clean_test,6,23457,0.029454901616082975,0.023337626996354093
M01,8,5,2,clean_test,7,3858,0.004844481836332358,0.0050402147825013245
M01,8,5,2,clean_test,8,149172,0.18731494154727074,0.15069365704695675
M01,8,5,3,clean_test,1,234941,0.29501488001808207,0.36750989731503647
M01,8,5,3,clean_test,2,154003,0.19338121727337795,0.19711922375657498
M01,8,5,3,clean_test,3,4957,0.006224493639891006,0.007481813176502733
M01,8,5,3,clean_test,4,66447,0.08343734696183934,0.09738549896626686
M01,8,5,3,clean_test,5,1306,0.0016399412333463089,0.0016680905995020818
M01,8,5,3,clean_test,6,16014,0.020108743423283146,0.01594934000677426
M01,8,5,3,clean_test,7,46745,0.05869759031605912,0.05145312368945142
M01,8,5,3,clean_test,8,271957,0.3414957871341211,0.26143301248989126
M01,10,1,1,clean_test,1,19146,0.02112247194482077,0.03031180625558933
M01,10,1,1,clean_test,2,5204,0.00574121717334416,0.013191990782417251
M01,10,1,1,clean_test,3,241719,0.26667203572705167,0.286799157464554
M01,10,1,1,clean_test,4,175701,0.19383889288503886,0.19804889605265497
M01,10,1,1,clean_test,5,45859,0.050593097300612955,0.06044181973393713
M01,10,1,1,clean_test,6,81392,0.08979422524458644,0.09830217193264132
M01,10,1,1,clean_test,7,324780,0.358307554488608,0.29271656187716494
M01,10,1,1,clean_test,8,2677,0.0029533509556191996,0.0046750959491199595
M01,10,1,1,clean_test,9,5418,0.005977308732739942,0.007159734934420105
M01,10,1,1,clean_test,10,4532,0.004999845547577966,0.008352765017500943
M01,10,1,2,clean_test,1,333358,0.3677710750329866,0.3682659351537054
M01,10,1,2,clean_test,2,69311,0.07646608445458437,0.08632926439854265
M01,10,1,2,clean_test,3,286314,0.31587064830300915,0.2576108411096148
M01,10,1,2,clean_test,4,21540,0.023763608361612835,0.033677948864756814
M01,10,1,2,clean_test,5,7517,0.008292991831673337,0.012475390196307208
M01,10,1,2,clean_test,6,114895,0.12675579306905788,0.14072053984758032
M01,10,1,2,clean_test,7,8591,0.009477862554996094,0.011460294536696296
M01,10,1,2,clean_test,8,1726,0.0019041777173697194,0.003158749196057313
M01,10,1,2,clean_test,9,59308,0.0654304589002105,0.0763927807831095
M01,10,1,2,clean_test,10,3868,0.004267299774499464,0.009908255913629706
M01,10,1,3,clean_test,1,19538,0.021554938726517717,0.03081829144771514
M01,10,1,3,clean_test,2,39901,0.04402004351145375,0.053424019847671166
M01,10,1,3,clean_test,3,4676,0.005158710895956435,0.006272563376033724
M01,10,1,3,clean_test,4,90776,0.10014695044725008,0.1058636133617195
M01,10,1,3,clean_test,5,228686,0.25229361846721415,0.27456123122442666
M01,10,1,3,clean_test,6,2138,0.0023587091307858982,0.0037402449230935614
M01,10,1,3,clean_test,7,7563,0.008343740484627571,0.012451094901136488
M01,10,1,3,clean_test,8,5453,0.006015921838248598,0.013877328568216444
M01,10,1,3,clean_test,9,379061,0.4181920682061896,0.34797944729359365
M01,10,1,3,clean_test,10,128636,0.14191529829175623,0.15101216505639362
M01,10,2,1,clean_test,1,128293,0.16412785528327353,0.10945432815363032
M01,10,2,1,clean_test,2,262073,0.3352753417384685,0.33256615343998336
M01,10,2,1,clean_test,3,95517,0.12219684903379324,0.10881108233055162
M01,10,2,1,clean_test,4,10684,0.013668259420595779,0.014447886102856189
M01,10,2,1,clean_test,5,19488,0.0249313964422099,0.030479437018534495
M01,10,2,1,clean_test,6,106786,0.13661351090300833,0.1496491064083612
M01,10,2,1,clean_test,7,8058,0.010308763984571395,0.008417765469314718
M01,10,2,1,clean_test,8,34070,0.04358644687941765,0.04910805305975903
M01,10,2,1,clean_test,9,1738,0.0022234588986330462,0.0019082585436242128
M01,10,2,1,clean_test,10,114958,0.1470681174160286,0.1951579294733848
M01,10,2,2,clean_test,1,81719,0.10454478580977784,0.13629844127688742
M01,10,2,2,clean_test,2,127890,0.16361228915200246,0.10785151904682558
M01,10,2,2,clean_test,3,129532,0.16571293328983644,0.16202294053049435
M01,10,2,2,clean_test,4,15215,0.01946486026622658,0.024294145970571036
M01,10,2,2,clean_test,5,8047,0.010294691459896503,0.008027843881952889
M01,10,2,2,clean_test,6,186555,0.23866362188405518,0.22282776004033006
M01,10,2,2,clean_test,7,83265,0.10652261518681276,0.13410074897023785
M01,10,2,2,clean_test,8,2051,0.002623886191654993,0.0029016026663436093
M01,10,2,2,clean_test,9,135439,0.17326987904025382,0.18547387963946424
M01,10,2,2,clean_test,10,11952,0.01529043771948341,0.016201117976893
M01,10,2,3,clean_test,1,78927,0.10097292318320508,0.11712025216673123
M01,10,2,3,clean_test,2,1493,0.0019100253945104361,0.0020021311117697877
M01,10,2,3,clean_test,3,82756,0.10587144109049273,0.13726744982322886
M01,10,2,3,clean_test,4,18278,0.0233834187279717,0.025145259339974285
M01,10,2,3,clean_test,5,129223,0.16531762327851446,0.10898430654383635
M01,10,2,3,clean_test,6,6993,0.008946287731956784,0.00728809102002895
M01,10,2,3,clean_test,7,172977,0.22129300915353764,0.22071806191895638
M01,10,2,3,clean_test,8,265461,0.33960967933833547,0.34113920706126555
M01,10,2,3,clean_test,9,5418,0.006931358062597148,0.007703469287213982
M01,10,2,3,clean_test,10,20139,0.025764234038878547,0.03263177172699468
M01,10,3,1,clean_test,1,285,0.0004268499075907393,0.00040847153511387377
M01,10,3,1,clean_test,2,36143,0.05413205687737576,0.09550913857512278
M01,10,3,1,clean_test,3,247496,0.37067945518974604,0.30208860572594587
M01,10,3,1,clean_test,4,10811,0.016191839827942044,0.021708450436076235
M01,10,3,1,clean_test,5,70208,0.10515185372677412,0.09080781231378503
M01,10,3,1,clean_test,6,2802,0.004196608565155268,0.004047670644598751
M01,10,3,1,clean_test,7,106,0.00015875821124427498,0.0002359106124152798
M01,10,3,1,clean_test,8,2249,0.003368369972531834,0.0049724602604631005
M01,10,3,1,clean_test,9,237426,0.3555974251215399,0.3770708379824378
M01,10,3,1,clean_test,10,60156,0.09009678260010005,0.1031506419140413
M01,10,3,2,clean_test,1,204248,0.3059061050020818,0.32629945976958186
M01,10,3,2,clean_test,2,55239,0.08273249840492929,0.09393399543681827
M01,10,3,2,clean_test,3,27880,0.04175640499519232,0.08309225889166591
M01,10,3,2,clean_test,4,219248,0.3283718896121207,0.2761602012295701
M01,10,3,2,clean_test,5,128079,0.19182634847127825,0.15638833712346795
M01,10,3,2,clean_test,6,2327,0.0034851920525040365,0.005203442770755182
M01,10,3,2,clean_test,7,4377,0.006555515949209354,0.010945187337631897
M01,10,3,2,clean_test,8,910,0.0013629242663423607,0.0012755170945162957
M01,10,3,2,clean_test,9,25347,0.03796268283404375,0.04665664948809216
M01,10,3,2,clean_test,10,27,4.043841229807004e-05,4.495085790046367e-05
M01,10,3,3,clean_test,1,265203,0.39719956506240994,0.32662764835853786
M01,10,3,3,clean_test,2,1160,0.0017373540098430092,0.0016383952010098877
M01,10,3,3,clean_test,3,1807,0.0027063781860226874,0.004022857000111041
M01,10,3,3,clean_test,4,33108,0.049586479791277886,0.09532327203258964
M01,10,3,3,clean_test,5,97688,0.1463091711323654,0.1280632109530647
M01,10,3,3,clean_test,6,171343,0.25662366216252647,0.2744829324441235
M01,10,3,3,clean_test,7,266,0.00039839324708469003,0.0004594112152640405
M01,10,3,3,clean_test,8,19025,0.028494103480399352,0.03519090342016752
M01,10,3,3,clean_test,9,74132,0.1110289029807603,0.12404395603541316
M01,10,3,3,clean_test,10,3950,0.005915989947310247,0.010147413339718619
M01,10,4,1,clean_test,1,152436,0.20321954926310318,0.18922491905351985
M01,10,4,1,clean_test,2,104754,0.13965244865718798,0.14649877070524636
M01,10,4,1,clean_test,3,3228,0.004303397524346592,0.0040901654636903585
M01,10,4,1,clean_test,4,303576,0.40471134041234225,0.39678377529621717
M01,10,4,1,clean_test,5,80291,0.10703968111131108,0.10953140035221968
M01,10,4,1,clean_test,6,15061,0.020078522340205705,0.023966374123004376
M01,10,4,1,clean_test,7,40365,0.053812466254724335,0.05721062619444571
M01,10,4,1,clean_test,8,9611,0.012812872864465641,0.01402606598672001
M01,10,4,1,clean_test,9,31246,0.0416555015631145,0.04424051812134937
M01,10,4,1,clean_test,10,9537,0.012714220009198713,0.014427384703587103
M01,10,4,2,clean_test,1,198111,0.2641110244565761,0.24125337047477405
M01,10,4,2,clean_test,2,43371,0.05781990521327014,0.06099587491602595
M01,10,4,2,clean_test,3,44987,0.05997427026882903,0.07083423967143894
M01,10,4,2,clean_test,4,67124,0.08948613860726165,0.09188544194632087
M01,10,4,2,clean_test,5,4617,0.00615513828064071,0.00622852887409277
M01,10,4,2,clean_test,6,10743,0.0143219949207111,0.015543174502990975
M01,10,4,2,clean_test,7,9666,0.01288619593256944,0.01462193164129071
M01,10,4,2,clean_test,8,120630,0.16081748555202272,0.16840885320937576
M01,10,4,2,clean_test,9,3196,0.004260736830177109,0.004112451991779699
M01,10,4,2,clean_test,10,247660,0.330167109937942,0.3261161327719103
M01,10,4,3,clean_test,1,282778,0.376984555495564,0.3743758364497216
M01,10,4,3,clean_test,2,11190,0.014917911492391064,0.01616211066210798
M01,10,4,3,clean_test,3,44234,0.058970410809153384,0.06908333150557139
M01,10,4,3,clean_test,4,50069,0.06674932176162005,0.07078103476683473
M01,10,4,3,clean_test,5,98479,0.13128695315989095,0.12126417167571654
M01,10,4,3,clean_test,6,9425,0.012564907579605522,0.014280687662865874
M01,10,4,3,clean_test,7,94911,0.1265302857599936,0.13505838336774628
M01,10,4,3,clean_test,8,2942,0.003922117570206838,0.003773149031270636
M01,10,4,3,clean_test,9,13964,0.018616060418208118,0.020088106939256764
M01,10,4,3,clean_test,10,142113,0.18945747595336654,0.1751331879389082
M01,10,5,1,clean_test,1,62799,0.07885656164847998,0.09367059950632219
M01,10,5,1,clean_test,2,193210,0.24261335811243517,0.21403096725331017
M01,10,5,1,clean_test,3,169695,0.21308562602810252,0.24240209904988447
M01,10,5,1,clean_test,4,10213,0.01282444090058641,0.010099845330969269
M01,10,5,1,clean_test,5,4124,0.005178497432098145,0.006244742686665691
M01,10,5,1,clean_test,6,135096,0.16963974032170975,0.12086313189091163
M01,10,5,1,clean_test,7,86838,0.10904227934251667,0.16432528546188918
M01,10,5,1,clean_test,8,12081,0.015170084257317579,0.014725940211236145
M01,10,5,1,clean_test,9,120361,0.15113703429310496,0.13101650785712185
M01,10,5,1,clean_test,10,1953,0.0024523776636488064,0.0026208807516894003
M01,10,5,2,clean_test,1,52461,0.06587515853183822,0.05797767741715752
M01,10,5,2,clean_test,2,4215,0.005292765925386441,0.006401716337955669
M01,10,5,2,clean_test,3,90205,0.11327021359418361,0.16921975400933262
M01,10,5,2,clean_test,4,121990,0.1531825658927383,0.14755078171762798
M01,10,5,2,clean_test,5,228812,0.28731870864045606,0.21278732183635307
M01,10,5,2,clean_test,6,187093,0.2349322551075505,0.2514430165218903
M01,10,5,2,clean_test,7,17825,0.022382812009493075,0.01771709947037769
M01,10,5,2,clean_test,8,85691,0.10760199404799277,0.1268032573353783
M01,10,5,2,clean_test,9,5169,0.006490701558320881,0.006244863162484057
M01,10,5,2,clean_test,10,2909,0.003652824692040132,0.0038545121914428096
M01,10,5,3,clean_test,1,60311,0.07573238570011427,0.12850508136300026
M01,10,5,3,clean_test,2,149664,0.1879327448296646,0.18828616065710474
M01,10,5,3,clean_test,3,90142,0.1131911046372917,0.13577867211663863
M01,10,5,3,clean_test,4,2180,0.002737421048005324,0.0028462192447900356
M01,10,5,3,clean_test,5,12972,0.016288910933360122,0.01578862438203708
M01,10,5,3,clean_test,6,205397,0.2579165463289677,0.18398078687013797
M01,10,5,3,clean_test,7,4388,0.005510001632407047,0.0066125003140719224
M01,10,5,3,clean_test,8,11108,0.013948290367542726,0.010962448960084711
M01,10,5,3,clean_test,9,138875,0.17438502203749515,0.15553833236552717
M01,10,5,3,clean_test,10,121333,0.1523575724851514,0.17170117372660754
M01,12,1,1,clean_test,1,137711,0.15192712493435773,0.1563716688162371
M01,12,1,1,clean_test,2,2276,0.0025109550896485985,0.003988814706933018
M01,12,1,1,clean_test,3,54041,0.059619738136950755,0.06574258868147922
M01,12,1,1,clean_test,4,14805,0.01633334363016147,0.024163986035752875
M01,12,1,1,clean_test,5,3406,0.0037576067817852053,0.004532982054799893
M01,12,1,1,clean_test,6,30724,0.03389568724708416,0.04141530473830495
M01,12,1,1,clean_test,7,176937,0.1952024871252874,0.2082537485549004
M01,12,1,1,clean_test,8,154480,0.17042721539934777,0.16121480182214132
M01,12,1,1,clean_test,9,4725,0.005212769243668554,0.012020049680959979
M01,12,1,1,clean_test,10,246781,0.2722565940151893,0.22064046582050317
M01,12,1,1,clean_test,11,4433,0.004890625620567767,0.008271989194823377
M01,12,1,1,clean_test,12,76109,0.08396585277595131,0.09338359989316466
M01,12,1,2,clean_test,1,4194,0.004626953271522945,0.00557337931077215
M01,12,1,2,clean_test,2,311208,0.34333449540393723,0.2901446931201074
M01,12,1,2,clean_test,3,16849,0.018588348991866975,0.02691742141893393
M01,12,1,2,clean_test,4,45086,0.04974029928466464,0.07008284868852067
M01,12,1,2,clean_test,5,9965,0.010993702754107331,0.019339327611725018
M01,12,1,2,clean_test,6,3633,0.004008040351798488,0.009298763083913444
M01,12,1,2,clean_test,7,187420,0.20676766384092282,0.22587608415293903
M01,12,1,2,clean_test,8,190749,0.210440321790589,0.19235285415392253
M01,12,1,2,clean_test,9,1484,0.0016371956735670124,0.0027393161936684405
M01,12,1,2,clean_test,10,34065,0.03758158397578186,0.04468038290474884
M01,12,1,2,clean_test,11,4784,0.005277859907240288,0.007372531383012809
M01,12,1,2,clean_test,12,96991,0.10700353475400141,0.10562239797773573
M01,12,1,3,clean_test,1,134549,0.14843870665954714,0.1578202442015516
M01,12,1,3,clean_test,2,4337,0.004784715388315454,0.005814221847040878
M01,12,1,3,clean_test,3,52526,0.05794834228421893,0.07142849749488592
M01,12,1,3,clean_test,4,309179,0.3410960385160211,0.300508642521408
M01,12,1,3,clean_test,5,105409,0.11629053824462617,0.1259704079225645
M01,12,1,3,clean_test,6,7270,0.008020493629940822,0.011985083896544643
M01,12,1,3,clean_test,7,50368,0.0555675685217138,0.06522934357662016
M01,12,1,3,clean_test,8,15781,0.017410097658059988,0.025400157636661435
M01,12,1,3,clean_test,9,1633,0.0018015771798752906,0.0028802786908659296
M01,12,1,3,clean_test,10,4982,0.005496299761260685,0.012697523658584115
M01,12,1,3,clean_test,11,32725,0.03610325365059332,0.04431669331882106
M01,12,1,3,clean_test,12,187669,0.20704236850582727,0.17594890523445164
M01,12,2,1,clean_test,1,236934,0.30311450557463876,0.30099785983791827
M01,12,2,1,clean_test,2,7181,0.009186799971854951,0.010038071332123751
M01,12,2,1,clean_test,3,8274,0.010585097196369289,0.007585457168081752
M01,12,2,1,clean_test,4,1119,0.0014315595555640843,0.001112526724057876
M01,12,2,1,clean_test,5,10503,0.013436702423672545,0.01654604086390526
M01,12,2,1,clean_test,6,57826,0.07397798289548592,0.08936104874900498
M01,12,2,1,clean_test,7,430,0.0005501077827458054,0.0006422583107250951
M01,12,2,1,clean_test,8,124963,0.159867718268056,0.10471788117004
M01,12,2,1,clean_test,9,10151,0.01298638163407598,0.015880966557099162
M01,12,2,1,clean_test,10,89109,0.11399896375045576,0.12054313524342675
M01,12,2,1,clean_test,11,78439,0.10034861481580984,0.13364150208124345
M01,12,2,1,clean_test,12,156736,0.20051556613127106,0.1989332519623737
M01,12,2,2,clean_test,1,91324,0.11683265849180915,0.12798984655432255
M01,12,2,2,clean_test,2,47611,0.06090972475421056,0.0805703972073834
M01,12,2,2,clean_test,3,43158,0.055212910901729,0.06503070981482316
M01,12,2,2,clean_test,4,1362,0.001742434418836714,0.0018985754410760047
M01,12,2,2,clean_test,5,79818,0.10211279768187138,0.13160153707851321
M01,12,2,2,clean_test,6,88702,0.11347828033748472,0.09957041451460585
M01,12,2,2,clean_test,7,13007,0.01664012076784812,0.02066584473697492
M01,12,2,2,clean_test,8,63938,0.0817971893330263,0.09425072073772507
M01,12,2,2,clean_test,9,126000,0.1611943735487709,0.10322047994753676
M01,12,2,2,clean_test,10,203971,0.2609442664056853,0.24561487344638736
M01,12,2,2,clean_test,11,5509,0.00704777622127126,0.005835232408206255
M01,12,2,2,clean_test,12,17265,0.022087467137456584,0.02375136811244554
M01,12,2,3,clean_test,1,20017,0.02560815694702974,0.03207044345280548
M01,12,2,3,clean_test,2,205236,0.26256260674329795,0.2548776621510937
M01,12,2,3,clean_test,3,110841,0.14180115522634376,0.17210562054734985
M01,12,2,3,clean_test,4,81335,0.1040535267665816,0.14346569766747655
M01,12,2,3,clean_test,5,1990,0.002545847645730588,0.002065658948046352
M01,12,2,3,clean_test,6,7349,0.009401725803253312,0.011688663942077352
M01,12,2,3,clean_test,7,21545,0.027562958556414833,0.02858258742812212
M01,12,2,3,clean_test,8,2985,0.003818771468595882,0.004190586526860446
M01,12,2,3,clean_test,9,4256,0.005444787728758484,0.0039599275296175
M01,12,2,3,clean_test,10,48629,0.06221207294685063,0.04939552434942922
M01,12,2,3,clean_test,11,149878,0.19174198665668796,0.1906880728058566
M01,12,2,3,clean_test,12,127604,0.16324640351045525,0.10690955465126487
M01,12,3,1,clean_test,1,43430,0.06504593504093266,0.0489512806292161
M01,12,3,1,clean_test,2,65,9.735173331016861e-05,0.00012711820639446208
M01,12,3,1,clean_test,3,79232,0.11866726974817353,0.13315383047834278
M01,12,3,1,clean_test,4,1826,0.0027348348465287367,0.003992303509062613
M01,12,3,1,clean_test,5,746,0.0011172983546059352,0.0010517591402598482
M01,12,3,1,clean_test,6,52439,0.07853888527772203,0.08960195092481721
M01,12,3,1,clean_test,7,9860,0.014767509083665578,0.020024950162374742
M01,12,3,1,clean_test,8,146960,0.22010478041942122,0.18654068440982668
M01,12,3,1,clean_test,9,22127,0.0331400277377554,0.05786276899925717
M01,12,3,1,clean_test,10,14313,0.02143685167489913,0.027197733509652627
M01,12,3,1,clean_test,11,110295,0.16519091423761612,0.2017848407417778
M01,12,3,1,clean_test,12,186389,0.27915834184536953,0.22971077928901792
M01,12,3,2,clean_test,1,48264,0.0722859085612612,0.08179053780647921
M01,12,3,2,clean_test,2,39875,0.05972154408835344,0.05317807304419575
M01,12,3,2,clean_test,3,4578,0.006856557462983875,0.01127673360155351
M01,12,3,2,clean_test,4,30181,0.04520265635437229,0.06238200653075188
M01,12,3,2,clean_test,5,163283,0.24455204723206556,0.2135614564628852
M01,12,3,2,clean_test,6,307,0.00045979972501879635,0.0004254660024603788
M01,12,3,2,clean_test,7,118219,0.17705883938761266,0.22134765467885603
M01,12,3,2,clean_test,8,2475,0.0037068544606564204,0.005554250021234148
M01,12,3,2,clean_test,9,162085,0.24275777990121045,0.20904175813615122
M01,12,3,2,clean_test,10,1837,0.0027513097552427654,0.002589888691837239
M01,12,3,2,clean_test,11,87689,0.13133347911131346,0.11369102567581932
M01,12,3,2,clean_test,12,8889,0.01331322395990906,0.025161149347776086
M01,12,3,3,clean_test,1,31988,0.04790903454039498,0.054898363927277725
M01,12,3,3,clean_test,2,112,0.00016774452508829053,0.00039062876396360496
M01,12,3,3,clean_test,3,3989,0.0059744009872963475,0.00992080867869164
M01,12,3,3,clean_test,4,20894,0.0312933402428102,0.03828759311412505
M01,12,3,3,clean_test,5,215247,0.3223795159971364,0.2783888116323566
