condition,k,fold,repeat,scope,cluster_id,pooled_pixels,pooled_fraction,sample_macro_fraction
B1,14,1,2,clean_test,12,8013,0.00884019469831029,0.010587847317553023
B1,14,1,2,clean_test,13,22704,0.025047769927672138,0.027231090374037686
B1,14,1,2,clean_test,14,181699,0.20045607593763654,0.18587707409320403
B1,14,1,3,clean_test,1,66386,0.0732391320656467,0.0976377488360279
B1,14,1,3,clean_test,2,83269,0.09186499093143637,0.0867989183404465
B1,14,1,3,clean_test,3,175999,0.19416765589765542,0.14728997897176516
B1,14,1,3,clean_test,4,14194,0.015659269131138933,0.021555490661497475
B1,14,1,3,clean_test,5,19284,0.02127471790368347,0.02025032184920983
B1,14,1,3,clean_test,6,20681,0.022815932429271824,0.03622346073951122
B1,14,1,3,clean_test,7,50742,0.05598017713486344,0.05775785700403215
B1,14,1,3,clean_test,8,94361,0.10410203568292242,0.11497301160273699
B1,14,1,3,clean_test,9,85315,0.09412220275631379,0.09370048037253156
B1,14,1,3,clean_test,10,75107,0.0828604147268178,0.09521667392129189
B1,14,1,3,clean_test,11,789,0.0008704497213237014,0.0011982090428555767
B1,14,1,3,clean_test,12,19103,0.02107503298662442,0.02228021885238647
B1,14,1,3,clean_test,13,195092,0.21523165656842022,0.19713561340882937
B1,14,1,3,clean_test,14,6106,0.006736332063881522,0.007982016396877976
B1,14,2,1,clean_test,1,24059,0.030779170104840308,0.0453147756140624
B1,14,2,1,clean_test,2,181804,0.23258557054492654,0.23646540715195843
B1,14,2,1,clean_test,3,9631,0.01232113501308105,0.012500804974357127
B1,14,2,1,clean_test,4,27484,0.0351608425604319,0.04273256611493966
B1,14,2,1,clean_test,5,133788,0.17115772101859492,0.164028695795229
B1,14,2,1,clean_test,6,13349,0.017077648353194783,0.02228900961412473
B1,14,2,1,clean_test,7,12312,0.0157509930724799,0.02567370723560038
B1,14,2,1,clean_test,8,105860,0.13542886018946734,0.1117975932413587
B1,14,2,1,clean_test,9,63805,0.08162703971650259,0.08250765630081285
B1,14,2,1,clean_test,10,23296,0.02980304862057275,0.03503553020022211
B1,14,2,1,clean_test,11,24591,0.03145976857093512,0.04480806644741629
B1,14,2,1,clean_test,12,56903,0.07279717014321992,0.07133403630347053
B1,14,2,1,clean_test,13,40381,0.05166023808153109,0.05000667427489972
B1,14,2,1,clean_test,14,64402,0.08239079401022177,0.05550547673154811
B1,14,2,2,clean_test,1,32848,0.04202311732007957,0.05555402472270399
B1,14,2,2,clean_test,2,61608,0.07881637274279903,0.06948590305394443
B1,14,2,2,clean_test,3,123752,0.15831846123339283,0.15175777005708146
B1,14,2,2,clean_test,4,22038,0.028193663525935022,0.03392909651208885
B1,14,2,2,clean_test,5,8892,0.01137571721901326,0.010866771554972189
B1,14,2,2,clean_test,6,13081,0.016734790479297396,0.020420994499673085
B1,14,2,2,clean_test,7,65262,0.08349100957571338,0.08493776681002049
B1,14,2,2,clean_test,8,11080,0.014174870308891916,0.022190501401822216
B1,14,2,2,clean_test,9,66161,0.08464111863777961,0.08068270321136242
B1,14,2,2,clean_test,10,9489,0.012139471512732437,0.01824082078446139
B1,14,2,2,clean_test,11,125039,0.15996494662035526,0.12289771766522464
B1,14,2,2,clean_test,12,24610,0.03148407565900994,0.04684911708575401
B1,14,2,2,clean_test,13,29040,0.03715146514171672,0.03975783843526599
B1,14,2,2,clean_test,14,188765,0.24149092002328362,0.24242897420562484
B1,14,2,3,clean_test,1,38845,0.04969520190874607,0.05916937972746529
B1,14,2,3,clean_test,2,142882,0.1827918609634562,0.1736175577824371
B1,14,2,3,clean_test,3,18325,0.023443546787946242,0.03440909563297688
B1,14,2,3,clean_test,4,32094,0.041058509719636926,0.04180752765240148
B1,14,2,3,clean_test,5,8087,0.010345864276896113,0.009877186155944734
B1,14,2,3,clean_test,6,11824,0.015126684705084659,0.021812812728112703
B1,14,2,3,clean_test,7,25459,0.03257021869982665,0.038605337080616454
B1,14,2,3,clean_test,8,50031,0.06400568018268696,0.060264808886763166
B1,14,2,3,clean_test,9,213204,0.2727562318896202,0.26540237439075975
B1,14,2,3,clean_test,10,37991,0.048602662265804404,0.06358224856875047
B1,14,2,3,clean_test,11,157066,0.20093774187151786,0.14920277612884425
B1,14,2,3,clean_test,12,27107,0.03467853876021058,0.0480152315629484
B1,14,2,3,clean_test,13,13531,0.017310484670543008,0.023019055618914243
B1,14,2,3,clean_test,14,5219,0.006676773298024089,0.01121460808306508
B1,14,3,1,clean_test,1,55263,0.08276844366030535,0.07545810943136366
B1,14,3,1,clean_test,2,42323,0.06338796013671179,0.07235593076939165
B1,14,3,1,clean_test,3,44866,0.06719665948760038,0.06295422869835801
B1,14,3,1,clean_test,4,35603,0.053323288631414355,0.05776818763051315
B1,14,3,1,clean_test,5,86125,0.1289910466359734,0.12168116648283851
B1,14,3,1,clean_test,6,33134,0.04962542048460195,0.048326822081828556
B1,14,3,1,clean_test,7,36753,0.05504566545151734,0.04227204759645033
B1,14,3,1,clean_test,8,2095,0.0031377212505354344,0.0032801112151724975
B1,14,3,1,clean_test,9,29969,0.04488513993188374,0.07747249811943305
B1,14,3,1,clean_test,10,129045,0.19327314500016474,0.1588980461665133
B1,14,3,1,clean_test,11,61453,0.09203932410938141,0.1293533479334217
B1,14,3,1,clean_test,12,39573,0.05926923295820465,0.0731199520678734
B1,14,3,1,clean_test,13,21592,0.03233874808666401,0.025500154116468266
B1,14,3,1,clean_test,14,49888,0.07471820417504141,0.051559397690373945
B1,14,3,2,clean_test,1,56221,0.08420325843739984,0.09770103988077923
B1,14,3,2,clean_test,2,42858,0.06418923978780318,0.07299276233667243
B1,14,3,2,clean_test,3,37617,0.05633969464505558,0.05086844874116209
B1,14,3,2,clean_test,4,121079,0.1813423156532601,0.14874919462121616
B1,14,3,2,clean_test,5,84207,0.12611842164383644,0.11899517442357485
B1,14,3,2,clean_test,6,29647,0.04440287442225491,0.08247493330640297
B1,14,3,2,clean_test,7,60882,0.09118412657522593,0.10788543559958905
B1,14,3,2,clean_test,8,44866,0.06719665948760038,0.08309474332345007
B1,14,3,2,clean_test,9,27821,0.04166803957572617,0.02939597627896574
B1,14,3,2,clean_test,10,3817,0.005716793323767902,0.008118959652250072
B1,14,3,2,clean_test,11,32193,0.04821606693006551,0.051361446858083415
B1,14,3,2,clean_test,12,57939,0.0867763396347363,0.07840166528458026
B1,14,3,2,clean_test,13,40886,0.06123573797107006,0.040942691164126396
B1,14,3,2,clean_test,14,27649,0.041410431912197725,0.02901752852914728
B1,14,3,3,clean_test,1,34393,0.051511048672871214,0.05626823421850445
B1,14,3,3,clean_test,2,50266,0.0752843419472144,0.10548855726985706
B1,14,3,3,clean_test,3,33493,0.05016310159626888,0.037119802094075574
B1,14,3,3,clean_test,4,96768,0.14493126967628303,0.1482671584516045
B1,14,3,3,clean_test,5,45407,0.06800692545253578,0.06409826667300356
B1,14,3,3,clean_test,6,37498,0.056161466087149274,0.04182665574825881
B1,14,3,3,clean_test,7,59039,0.08842383050613915,0.11728764530763329
B1,14,3,3,clean_test,8,11021,0.01650636081248259,0.022302699126549436
B1,14,3,3,clean_test,9,11693,0.01751282796301233,0.031109296280378708
B1,14,3,3,clean_test,10,44020,0.0659295892355942,0.07577994305112899
B1,14,3,3,clean_test,11,121299,0.18167181382754066,0.15047266220313033
B1,14,3,3,clean_test,12,34097,0.05106772385656645,0.04793829396866511
B1,14,3,3,clean_test,13,24591,0.03683040728969779,0.03305514310984458
B1,14,3,3,clean_test,14,64097,0.09599929307664427,0.06898564249736558
B1,14,4,1,clean_test,1,209645,0.2794875384112891,0.27772988445736874
B1,14,4,1,clean_test,2,47727,0.06362709220709101,0.06658285246472058
B1,14,4,1,clean_test,3,35558,0.047404030102452324,0.0489690300101571
B1,14,4,1,clean_test,4,13532,0.0180401410469201,0.021595803741665347
B1,14,4,1,clean_test,5,44831,0.0597662993847528,0.053275112172525604
B1,14,4,1,clean_test,6,69263,0.09233773938315303,0.102849272141688
B1,14,4,1,clean_test,7,26386,0.03517640863612428,0.03448068538948616
B1,14,4,1,clean_test,8,82818,0.11040854280400744,0.11293557174720156
B1,14,4,1,clean_test,9,14015,0.01868405089954073,0.01701891549563548
B1,14,4,1,clean_test,10,20395,0.027189526799581393,0.030447173021145486
B1,14,4,1,clean_test,11,34156,0.045534958439151854,0.04714574754950419
B1,14,4,1,clean_test,12,16009,0.021342345404976638,0.02035134403728022
B1,14,4,1,clean_test,13,30544,0.040719632584771466,0.03849825207811258
B1,14,4,1,clean_test,14,105226,0.14028169389618786,0.12812035569350888
B1,14,4,2,clean_test,1,41036,0.05470700768559068,0.05760428913507108
B1,14,4,2,clean_test,2,15676,0.020898407556275454,0.023464480688864704
B1,14,4,2,clean_test,3,224453,0.29922877463821734,0.2939852020079934
B1,14,4,2,clean_test,4,58608,0.078133061371408,0.07215081216939707
B1,14,4,2,clean_test,5,80410,0.10719832556775384,0.10173900412904488
B1,14,4,2,clean_test,6,16647,0.022192892994980704,0.023087591088491132
B1,14,4,2,clean_test,7,28550,0.03806133807933556,0.04017104352154305
B1,14,4,2,clean_test,8,36146,0.04818792035781657,0.05109143867353868
B1,14,4,2,clean_test,9,16639,0.022182227821438333,0.019266405165232526
B1,14,4,2,clean_test,10,25602,0.03413122162897195,0.032479689255477874
B1,14,4,2,clean_test,11,27448,0.03659221042387399,0.036563265580343784
B1,14,4,2,clean_test,12,62414,0.08320701768419088,0.08898586420114046
B1,14,4,2,clean_test,13,33956,0.045268329100592586,0.046501994670120096
B1,14,4,2,clean_test,14,82520,0.11001126508955412,0.11290891971374124
B1,14,4,3,clean_test,1,17164,0.02288212983515641,0.01935070491992051
B1,14,4,3,clean_test,2,20841,0.02778411022456856,0.03141005488747327
B1,14,4,3,clean_test,3,82353,0.10978862959185715,0.12049211540131591
B1,14,4,3,clean_test,4,79085,0.1054319061997987,0.11205532844038657
B1,14,4,3,clean_test,5,24122,0.032158164523633355,0.02979739144567688
B1,14,4,3,clean_test,6,17726,0.023631358276507957,0.025848993903350485
B1,14,4,3,clean_test,7,32857,0.043803200885209406,0.04584431649102499
B1,14,4,3,clean_test,8,76102,0.10145512961518721,0.09746569251553514
B1,14,4,3,clean_test,9,59571,0.07941688163657087,0.08086929087069787
B1,14,4,3,clean_test,10,25677,0.03423120763093167,0.03526168498922549
B1,14,4,3,clean_test,11,21792,0.029051932729417883,0.026803443651540276
B1,14,4,3,clean_test,12,15336,0.020445137680724697,0.021645119817536182
B1,14,4,3,clean_test,13,217745,0.29028602662293945,0.2801543653670373
B1,14,4,3,clean_test,14,59734,0.07963418454749668,0.07300149729927907
B1,14,5,1,clean_test,1,32856,0.04125720456571694,0.05868709771566941
B1,14,5,1,clean_test,2,31185,0.03915893366148901,0.03082666507663788
B1,14,5,1,clean_test,3,105689,0.13271343722139206,0.13488497188131757
B1,14,5,1,clean_test,4,36890,0.046322689202255234,0.04828546518482514
B1,14,5,1,clean_test,5,19132,0.024024008940567828,0.027815944858634804
B1,14,5,1,clean_test,6,21515,0.02701633662744704,0.033152719977588056
B1,14,5,1,clean_test,7,118955,0.1493715232869144,0.11943844470004776
B1,14,5,1,clean_test,8,48526,0.060933987970415764,0.06669923270327933
B1,14,5,1,clean_test,9,4320,0.005424614186872936,0.005202169507244032
B1,14,5,1,clean_test,10,85333,0.10715245426121024,0.07500245993576007
B1,14,5,1,clean_test,11,145383,0.18255710285420093,0.2166202023138557
B1,14,5,1,clean_test,12,11755,0.014760726797845222,0.01497545361370532
B1,14,5,1,clean_test,13,118521,0.14882655047277019,0.1281779780408747
B1,14,5,1,clean_test,14,16310,0.02048042995090222,0.040231194490560195
B1,14,5,2,clean_test,1,114343,0.14358024536333613,0.14957271031411834
B1,14,5,2,clean_test,2,72728,0.09132438439418863,0.07894908212385712
B1,14,5,2,clean_test,3,19644,0.024666926177530545,0.04806903305903035
B1,14,5,2,clean_test,4,115307,0.14479073797355502,0.12069713417827477
B1,14,5,2,clean_test,5,24822,0.03116892901540741,0.03426154263017452
B1,14,5,2,clean_test,6,31175,0.03914637668420458,0.055945561822446414
B1,14,5,2,clean_test,7,135907,0.17065811117947688,0.2035111175863374
B1,14,5,2,clean_test,8,111533,0.14005173474641183,0.10587511453797466
B1,14,5,2,clean_test,9,7820,0.009819556236422769,0.010998507664429107
B1,14,5,2,clean_test,10,5833,0.007324484850006906,0.0068460637805842686
B1,14,5,2,clean_test,11,49672,0.06237301756721122,0.045874800279368175
B1,14,5,2,clean_test,12,40409,0.05074148950864548,0.046025689250232066
B1,14,5,2,clean_test,13,32434,0.040727300124314074,0.044114641369648246
B1,14,5,2,clean_test,14,34743,0.04362670617928852,0.049259001403524544
B1,14,5,3,clean_test,1,144084,0.18092595150495372,0.2121683294207479
B1,14,5,3,clean_test,2,127532,0.16014164270376835,0.12185740701232249
B1,14,5,3,clean_test,3,114001,0.1431507967402087,0.1228368138921702
B1,14,5,3,clean_test,4,21566,0.027080377211597624,0.04550366492605555
B1,14,5,3,clean_test,5,111496,0.14000527393045947,0.14420349321348747
B1,14,5,3,clean_test,6,34929,0.04386026595677888,0.04759248958727793
B1,14,5,3,clean_test,7,33974,0.042661074626116,0.034385100201789795
B1,14,5,3,clean_test,8,34803,0.04370204804299509,0.04418031250758791
B1,14,5,3,clean_test,9,81199,0.10196139985182767,0.07454270072573933
B1,14,5,3,clean_test,10,11191,0.014052513279003477,0.014322324938983595
B1,14,5,3,clean_test,11,32857,0.04125846026344538,0.05110153046811238
B1,14,5,3,clean_test,12,25812,0.03241206976656579,0.03674518164259385
B1,14,5,3,clean_test,13,5124,0.006434195160540955,0.007857196242543404
B1,14,5,3,clean_test,14,17802,0.02235393096173889,0.042703455220588195
A0,2,1,1,clean_test,1,843870,0.9309840384454143,0.909441763309267
A0,2,1,1,clean_test,2,62558,0.0690159615545857,0.0905582366907331
A0,2,1,2,clean_test,1,555228,0.6125450670102865,0.580413202429348
A0,2,1,2,clean_test,2,351200,0.38745493298971345,0.4195867975706521
A0,2,1,3,clean_test,1,59553,0.0657007506387711,0.08745345642418427
A0,2,1,3,clean_test,2,846875,0.9342992493612289,0.9125465435758159
A0,2,2,1,clean_test,1,625485,0.8001957360250235,0.8530718297991488
A0,2,2,1,clean_test,2,156180,0.1998042639749765,0.14692817020085128
A0,2,2,2,clean_test,1,675172,0.8637613299815138,0.9146136556691552
A0,2,2,2,clean_test,2,106493,0.1362386700184862,0.08538634433084474
A0,2,2,3,clean_test,1,334575,0.4280286311911113,0.3969296863213856
A0,2,2,3,clean_test,2,447090,0.5719713688088888,0.6030703136786144
A0,2,3,1,clean_test,1,548892,0.8220859630782319,0.8505010373912025
A0,2,3,1,clean_test,2,118790,0.17791403692176816,0.1494989626087976
A0,2,3,2,clean_test,1,619493,0.927826420361789,0.9016378014803775
A0,2,3,2,clean_test,2,48189,0.072173579638211,0.09836219851962255
A0,2,3,3,clean_test,1,617769,0.9252443528506086,0.8985288789461887
A0,2,3,3,clean_test,2,49913,0.07475564714939148,0.10147112105381142
A0,2,4,1,clean_test,1,452563,0.6033328667319908,0.6039539371465186
A0,2,4,1,clean_test,2,297542,0.3966671332680091,0.39604606285348165
A0,2,4,2,clean_test,1,444718,0.5928743309270036,0.5845227449317577
A0,2,4,2,clean_test,2,305387,0.40712566907299647,0.41547725506824235
A0,2,4,3,clean_test,1,415459,0.5538677918424754,0.5538349142756737
A0,2,4,3,clean_test,2,334646,0.44613220815752463,0.4461650857243263
A0,2,5,1,clean_test,1,656829,0.824778683275362,0.8485511540044418
A0,2,5,1,clean_test,2,139541,0.17522131672463803,0.1514488459955582
A0,2,5,2,clean_test,1,410443,0.5153923427552519,0.6046116930602223
A0,2,5,2,clean_test,2,385927,0.484607657244748,0.3953883069397777
A0,2,5,3,clean_test,1,155271,0.19497344199304342,0.17656497702073926
A0,2,5,3,clean_test,2,641099,0.8050265580069565,0.8234350229792607
A0,4,1,1,clean_test,1,519229,0.5728298331472549,0.5764609511901584
A0,4,1,1,clean_test,2,31786,0.03506731919137537,0.04559861804358749
A0,4,1,1,clean_test,3,339290,0.37431544480091083,0.3522568220417854
A0,4,1,1,clean_test,4,16123,0.017787402860458858,0.025683608724468798
A0,4,1,2,clean_test,1,554535,0.6117805275212151,0.5794200733207384
A0,4,1,2,clean_test,2,306456,0.3380919389074477,0.3499992529710304
A0,4,1,2,clean_test,3,1890,0.0020851076974674216,0.00284031596507456
A0,4,1,2,clean_test,4,43547,0.04804242587386974,0.06774035774315666
A0,4,1,3,clean_test,1,34102,0.03762240354446244,0.04978942921925072
A0,4,1,3,clean_test,2,236550,0.26096943165921616,0.24562347988597993
A0,4,1,3,clean_test,3,13577,0.014978575242600626,0.022152957845373276
A0,4,1,3,clean_test,4,622199,0.6864295895537208,0.682434133049396
A0,4,2,1,clean_test,1,326662,0.41790536866816347,0.4471931035661888
A0,4,2,1,clean_test,2,116412,0.14892824931396442,0.09337617699903886
A0,4,2,1,clean_test,3,297452,0.3805364190541984,0.4043462230339313
A0,4,2,1,clean_test,4,41139,0.0526299629636737,0.055084496400841045
A0,4,2,2,clean_test,1,76169,0.09744455745108198,0.061142919090655445
A0,4,2,2,clean_test,2,307108,0.3928895370779042,0.41579554790129497
A0,4,2,2,clean_test,3,79483,0.10168422533949965,0.08482168333708542
A0,4,2,2,clean_test,4,318905,0.40798168013151415,0.4382398496709641
A0,4,2,3,clean_test,1,228133,0.2918552065142996,0.3165857683918455
A0,4,2,3,clean_test,2,307999,0.3940294115765705,0.37312453323696004
A0,4,2,3,clean_test,3,206138,0.26371655376663916,0.26339926520502216
A0,4,2,3,clean_test,4,39395,0.050398828142490706,0.04689043316617227
A0,4,3,1,clean_test,1,476472,0.713621154980964,0.6940024765921865
A0,4,3,1,clean_test,2,118143,0.17694501274558846,0.1483610874285154
A0,4,3,1,clean_test,3,64470,0.09655794225394723,0.1381412028476142
A0,4,3,1,clean_test,4,8597,0.012875890019500302,0.01949523313168388
A0,4,3,2,clean_test,1,519882,0.7786371356424165,0.7724686167893865
A0,4,3,2,clean_test,2,142,0.00021267609430836835,0.00018917760132110473
A0,4,3,2,clean_test,3,30093,0.04507085708466006,0.06515930300309061
A0,4,3,2,clean_test,4,117565,0.17607933117861496,0.16218290260620177
A0,4,3,3,clean_test,1,48182,0.07216309560539298,0.07517149747411131
A0,4,3,3,clean_test,2,19473,0.029165081580752514,0.04385558292071914
A0,4,3,3,clean_test,3,238315,0.3569288972894282,0.4183898804418515
A0,4,3,3,clean_test,4,361712,0.5417429255244263,0.462583039163318
A0,4,4,1,clean_test,1,258388,0.34446910765826116,0.33971001454544136
A0,4,4,1,clean_test,2,38851,0.05179408216183068,0.05588238078621277
A0,4,4,1,clean_test,3,48201,0.06425900373947648,0.06976281218276906
A0,4,4,1,clean_test,4,404665,0.5394778064404316,0.5346447924855767
A0,4,4,2,clean_test,1,403467,0.5378806967024616,0.5273229059608816
A0,4,4,2,clean_test,2,39087,0.05210870478133062,0.05392582955774984
A0,4,4,2,clean_test,3,249122,0.3321161704028103,0.3327150194362437
A0,4,4,2,clean_test,4,58429,0.07789442811339746,0.08603624504512494
A0,4,4,3,clean_test,1,276450,0.3685484032235487,0.36145073194674426
A0,4,4,3,clean_test,2,53668,0.07154731670899407,0.07482365190931588
A0,4,4,3,clean_test,3,360110,0.48007945554289067,0.4764796106613029
A0,4,4,3,clean_test,4,59877,0.07982482452456656,0.08724600548263697
A0,4,5,1,clean_test,1,398096,0.4998882429021686,0.42755512009637475
A0,4,5,1,clean_test,2,244510,0.3070306515815513,0.40009197666234364
A0,4,5,1,clean_test,3,9788,0.012290769365998216,0.010303580425176057
A0,4,5,1,clean_test,4,143976,0.1807903361502819,0.1620493228161056
A0,4,5,2,clean_test,1,294149,0.3693622311237239,0.2783424071432903
A0,4,5,2,clean_test,2,314898,0.3954167032911837,0.49942500619293323
A0,4,5,2,clean_test,3,95407,0.1198023531775431,0.10498135948793672
A0,4,5,2,clean_test,4,91916,0.11541871240754925,0.11725122717583976
A0,4,5,3,clean_test,1,445488,0.5593982696485302,0.6554871375699716
A0,4,5,3,clean_test,2,204693,0.25703253512814395,0.17989676924471343
A0,4,5,3,clean_test,3,16965,0.02130291196303226,0.017182574250429405
A0,4,5,3,clean_test,4,129224,0.16226628326029358,0.14743351893488565
A0,6,1,1,clean_test,1,69319,0.07647491030727206,0.09767719104612867
A0,6,1,1,clean_test,2,101741,0.11224388478731902,0.1086242510566194
A0,6,1,1,clean_test,3,365347,0.4030623502363122,0.38515131348439635
A0,6,1,1,clean_test,4,13631,0.015038149748242552,0.020445672220521037
A0,6,1,1,clean_test,5,349991,0.3861211260022859,0.371862188338534
A0,6,1,1,clean_test,6,6399,0.0070595789185682704,0.016239383853800554
A0,6,1,2,clean_test,1,58639,0.06469239696920219,0.07499126754048704
A0,6,1,2,clean_test,2,511602,0.5644154858411258,0.5196278043265428
A0,6,1,2,clean_test,3,43481,0.04796961258919628,0.06055965279675285
A0,6,1,2,clean_test,4,1416,0.0015621759257216238,0.00211024544978167
A0,6,1,2,clean_test,5,30444,0.03358678240301491,0.04850401888836241
A0,6,1,2,clean_test,6,260846,0.2877735462717392,0.2942070109980733
A0,6,1,3,clean_test,1,200464,0.22115821664820592,0.2138888525609343
A0,6,1,3,clean_test,2,541002,0.5968504944683968,0.565842729731702
A0,6,1,3,clean_test,3,31849,0.03513682278129096,0.049730028772662846
A0,6,1,3,clean_test,4,7735,0.008533496317412965,0.010395264298030131
A0,6,1,3,clean_test,5,4748,0.005238143570145671,0.0077017992307439245
A0,6,1,3,clean_test,6,120630,0.13308282621454764,0.15244132540592675
A0,6,2,1,clean_test,1,261259,0.3342339749125265,0.3420803421617397
A0,6,2,1,clean_test,2,117331,0.15010394478453046,0.09409616695585037
A0,6,2,1,clean_test,3,7057,0.00902816423915616,0.0105868014433027
A0,6,2,1,clean_test,4,161990,0.20723711564416983,0.24811404362154135
A0,6,2,1,clean_test,5,48271,0.06175407623470412,0.06795520226523208
A0,6,2,1,clean_test,6,185757,0.23764272418491297,0.2371674435523338
A0,6,2,2,clean_test,1,200845,0.2569451107571658,0.30728123296340754
A0,6,2,2,clean_test,2,85810,0.10977848566841295,0.09692157737770406
A0,6,2,2,clean_test,3,179118,0.22914931588340273,0.22832082343956803
A0,6,2,2,clean_test,4,75305,0.09633922460389041,0.06045123710428232
A0,6,2,2,clean_test,5,230105,0.29437802639238037,0.2930513897866621
A0,6,2,2,clean_test,6,10482,0.01340983669474775,0.013973739328375975
A0,6,2,3,clean_test,1,195012,0.24948283471819768,0.27597557817212365
A0,6,2,3,clean_test,2,2544,0.0032545911611751837,0.004196096144454082
A0,6,2,3,clean_test,3,208098,0.26622402179962,0.28610848382536774
A0,6,2,3,clean_test,4,199130,0.2547510762283075,0.2534219445773774
A0,6,2,3,clean_test,5,42769,0.054715255256407795,0.06543702724718155
A0,6,2,3,clean_test,6,134112,0.17157222083629176,0.11486087003349568
A0,6,3,1,clean_test,1,295297,0.442271919866044,0.3974948823314207
A0,6,3,1,clean_test,2,752,0.0011262846684499507,0.0016688264734425167
A0,6,3,1,clean_test,3,7578,0.011349714384991657,0.017167299438958478
A0,6,3,1,clean_test,4,200841,0.300803376457655,0.3351531316154454
A0,6,3,1,clean_test,5,45504,0.06815220419301404,0.10099793806413049
A0,6,3,1,clean_test,6,117710,0.17629650042984535,0.1475179220766024
A0,6,3,2,clean_test,1,51051,0.07646005134180643,0.07542946536813382
A0,6,3,2,clean_test,2,5601,0.008388723973388528,0.01416118994827619
A0,6,3,2,clean_test,3,2870,0.004298453455387445,0.006170928424950925
A0,6,3,2,clean_test,4,62595,0.09374971917769237,0.12058230618157913
A0,6,3,2,clean_test,5,316030,0.4733241273540398,0.39892199071402257
A0,6,3,2,clean_test,6,229535,0.34377892469768545,0.3847341193630375
A0,6,3,3,clean_test,1,183778,0.2752477976042487,0.27237600426191605
A0,6,3,3,clean_test,2,36327,0.05440763716859223,0.06024373950506834
A0,6,3,3,clean_test,3,174661,0.26159309371826706,0.3050095156020475
A0,6,3,3,clean_test,4,2627,0.003934507744704815,0.005769439993958689
A0,6,3,3,clean_test,5,247144,0.3701522581108971,0.306863595783855
A0,6,3,3,clean_test,6,23145,0.03466470565329004,0.049737704853154444
A0,6,4,1,clean_test,1,257469,0.34324394584758133,0.33840465156773636
A0,6,4,1,clean_test,2,145188,0.19355690203371528,0.1843304109353968
A0,6,4,1,clean_test,3,263815,0.3517040947600669,0.35670117776738347
A0,6,4,1,clean_test,4,38547,0.051388805567220586,0.05535614981610878
A0,6,4,1,clean_test,5,2948,0.003930116450363616,0.0038736035154190015
A0,6,4,1,clean_test,6,42138,0.05617613534105225,0.06133400639795557
A0,6,4,2,clean_test,1,139725,0.18627392165096887,0.17324777712744138
A0,6,4,2,clean_test,2,248492,0.33127628798634856,0.3318377107680612
A0,6,4,2,clean_test,3,20449,0.027261516720992394,0.029072984729089063
A0,6,4,2,clean_test,4,178515,0.23798668186453897,0.24109226117871962
A0,6,4,2,clean_test,5,107511,0.1433279340892275,0.14331202679208485
A0,6,4,2,clean_test,6,55413,0.07387365768792369,0.08143723940460397
A0,6,4,3,clean_test,1,271088,0.3614000706567747,0.3539127097095562
A0,6,4,3,clean_test,2,138769,0.18499943341265557,0.18924745554325179
A0,6,4,3,clean_test,3,16525,0.022030249098459548,0.024954535522040324
A0,6,4,3,clean_test,4,1423,0.0018970677438491944,0.0019470495742691708
A0,6,4,3,clean_test,5,50758,0.06766785983295671,0.07306793826690906
A0,6,4,3,clean_test,6,271542,0.36200531925530427,0.35687031138397346
A0,6,5,1,clean_test,1,82067,0.10305134548011603,0.0937184099600211
A0,6,5,1,clean_test,2,363641,0.4566231776686716,0.3863582192321994
A0,6,5,1,clean_test,3,217055,0.27255547044715395,0.32768049167793584
A0,6,5,1,clean_test,4,108799,0.1366186571568492,0.1672692775080694
A0,6,5,1,clean_test,5,488,0.0006127804914800909,0.0005787861170701755
A0,6,5,1,clean_test,6,24320,0.03053856875572912,0.02439481550470408
A0,6,5,2,clean_test,1,308230,0.3870437108379271,0.4894156153450378
A0,6,5,2,clean_test,2,139576,0.17526526614513355,0.13988085520834626
A0,6,5,2,clean_test,3,86997,0.10924193528133908,0.09971250291711292
A0,6,5,2,clean_test,4,15219,0.019110463729171114,0.015478616598794006
A0,6,5,2,clean_test,5,3407,0.004278162160804651,0.005075127741503438
A0,6,5,2,clean_test,6,242941,0.3050604618456245,0.25043728218920563
A0,6,5,3,clean_test,1,4496,0.00564561698707887,0.006899871972917691
A0,6,5,3,clean_test,2,161401,0.20267086906839785,0.2567189049845022
A0,6,5,3,clean_test,3,235695,0.2959616761053279,0.34327604859103245
A0,6,5,3,clean_test,4,120190,0.15092230998154124,0.13740391416958425
A0,6,5,3,clean_test,5,198195,0.24887301128872258,0.1727157832854918
A0,6,5,3,clean_test,6,76393,0.09592651656893153,0.08298547699647162
A0,8,1,1,clean_test,1,157629,0.17390129166354085,0.18202803486131675
A0,8,1,1,clean_test,2,13025,0.014369591407149824,0.018289879332239682
A0,8,1,1,clean_test,3,89940,0.09922464884138618,0.09762660073080853
A0,8,1,1,clean_test,4,2634,0.002905911997422851,0.004696732069783435
A0,8,1,1,clean_test,5,214757,0.23692670570635505,0.23591163746292615
A0,8,1,1,clean_test,6,55306,0.06101532609319218,0.07935377314819439
A0,8,1,1,clean_test,7,6359,0.007015449655129806,0.01613802223540292
A0,8,1,1,clean_test,8,366778,0.4046410746358233,0.3659553201593281
A0,8,1,2,clean_test,1,175565,0.19368885338934808,0.20041999954110645
A0,8,1,2,clean_test,2,178970,0.19744535693954732,0.19319978618208325
A0,8,1,2,clean_test,3,29018,0.032013574161433675,0.047158208939363046
A0,8,1,2,clean_test,4,347528,0.38340386660606246,0.3450558176002751
