condition,fold,repeat,sample_id,k,scope,valid_pixels,used_clusters,max_occupancy,single_cluster,cluster_counts,cluster_fractions
M00,1,1,KYOw02707,12,clean_test,115078,12,0.4745129390500356,False,"[984, 27, 4688, 1768, 176, 1639, 519, 54606, 4, 50610, 1, 56]","[0.008550722118910652, 0.0002346234727749874, 0.040737586680338556, 0.015363492587636212, 0.0015293974521628808, 0.014242513773266827, 0.0045099845322303135, 0.4745129390500356, 3.475903300370184e-05, 0.4397886650793375, 8.68975825092546e-06, 0.0004866264620518257]"
M00,1,1,KYOw02707,14,clean_test,115078,14,0.6768365804063331,False,"[77889, 3, 501, 1, 4, 3075, 195, 1303, 26, 30, 1513, 6250, 151, 24137]","[0.6768365804063331, 2.6069274752776378e-05, 0.004353568883713655, 8.68975825092546e-06, 3.475903300370184e-05, 0.026721006621595787, 0.0016945028589304646, 0.011322755000955873, 0.00022593371452406195, 0.0002606927475277638, 0.01314760423365022, 0.05431098906828412, 0.0013121534958897443, 0.20974469490258782]"
M00,1,1,KYOw02720,2,clean_test,131174,2,0.990600271395246,False,"[1233, 129941]","[0.009399728604753991, 0.990600271395246]"
M00,1,1,KYOw02720,4,clean_test,131174,4,0.8817448579749035,False,"[115662, 3799, 11708, 5]","[0.8817448579749035, 0.028961532010916797, 0.08925549270434689, 3.8117309832741245e-05]"
M00,1,1,KYOw02720,6,clean_test,131174,5,0.831399515147819,False,"[0, 17067, 109058, 4121, 894, 34]","[0.0, 0.13010962538307896, 0.831399515147819, 0.03141628676414533, 0.006815374998094134, 0.0002591977068626405]"
M00,1,1,KYOw02720,8,clean_test,131174,7,0.7804900361352097,False,"[4733, 383, 102380, 0, 5023, 390, 17, 18248]","[0.03608184548767286, 0.0029197859331879794, 0.7804900361352097, 0.0, 0.03829264945797185, 0.002973150166953817, 0.00012959885343132024, 0.13911293396557245]"
M00,1,1,KYOw02720,10,clean_test,131174,8,0.7483800143321085,False,"[15, 13, 20040, 6050, 1833, 4991, 98168, 0, 64, 0]","[0.00011435192949822373, 9.910500556512724e-05, 0.1527741778096269, 0.0461219448976169, 0.01397380578468294, 0.03804869867504231, 0.7483800143321085, 0.0, 0.00048790156585908794, 0.0]"
M00,1,1,KYOw02720,12,clean_test,131174,10,0.6662677054904174,False,"[87397, 0, 8141, 15, 29, 1375, 9554, 851, 1, 22236, 0, 1575]","[0.6662677054904174, 0.0, 0.062062603869669296, 0.00011435192949822373, 0.0002210803970298992, 0.010482260204003842, 0.07283455562840196, 0.00648756613353256, 7.623461966548249e-06, 0.16951530028816686, 0.0, 0.012006952597313492]"
M00,1,1,KYOw02720,14,clean_test,131174,12,0.683450988763017,False,"[19588, 0, 10578, 1, 1, 89651, 24, 10, 0, 1581, 1325, 7559, 66, 790]","[0.1493283730007471, 0.0, 0.08064098068214738, 7.623461966548249e-06, 7.623461966548249e-06, 0.683450988763017, 0.00018296308719715799, 7.623461966548249e-05, 0.0, 0.012052693369112782, 0.01010108710567643, 0.05762574900513821, 0.0005031484897921844, 0.006022534953573117]"
M00,1,1,KYOw02751,2,clean_test,71469,2,0.9106745582000587,False,"[6384, 65085]","[0.08932544179994123, 0.9106745582000587]"
M00,1,1,KYOw02751,4,clean_test,71469,4,0.8545383313044816,False,"[61073, 8687, 23, 1686]","[0.8545383313044816, 0.12154920315101653, 0.0003218178510962795, 0.023590647693405534]"
M00,1,1,KYOw02751,6,clean_test,71469,5,0.8662077264268424,False,"[2046, 77, 61907, 6438, 1001, 0]","[0.028627796667086428, 0.001077390197148414, 0.8662077264268424, 0.09008101414599337, 0.014006072562929382, 0.0]"
M00,1,1,KYOw02751,8,clean_test,71469,7,0.617554464173278,False,"[779, 426, 20446, 1003, 3, 4676, 0, 44136]","[0.010899830695826162, 0.005960626285522394, 0.28608207754411, 0.014034056723894276, 4.1976241447340805e-05, 0.06542696833592186, 0.0, 0.617554464173278]"
M00,1,1,KYOw02751,10,clean_test,71469,8,0.6579915767675496,False,"[3919, 0, 47026, 535, 2320, 3, 16360, 1157, 149, 0]","[0.054834963410709536, 0.0, 0.6579915767675496, 0.00748576305810911, 0.03246162671927689, 4.1976241447340805e-05, 0.22891043669283187, 0.016188837118191104, 0.0020848199918845935, 0.0]"
M00,1,1,KYOw02751,12,clean_test,71469,9,0.47280639158236437,False,"[33791, 1020, 1640, 3955, 111, 1622, 28626, 577, 0, 127, 0, 0]","[0.47280639158236437, 0.014271922092095874, 0.022947011991212973, 0.05533867830807763, 0.0015531209335516098, 0.02269515454252893, 0.40053729589052595, 0.008073430438371882, 0.0, 0.0017769942212707607, 0.0, 0.0]"
M00,1,1,KYOw02751,14,clean_test,71469,10,0.4848255887167863,False,"[93, 0, 34650, 0, 0, 27527, 102, 3565, 986, 0, 1712, 1357, 1, 1476]","[0.001301263484867565, 0.0, 0.4848255887167863, 0.0, 0.0, 0.38515999944031676, 0.0014271922092095875, 0.049881766919923326, 0.013796191355692678, 0.0, 0.023954441785949153, 0.01898725321468049, 1.3992080482446936e-05, 0.020652310792091677]"
M00,1,1,KYOw02752,2,clean_test,117193,2,0.9692729087914808,False,"[3601, 113592]","[0.03072709120851928, 0.9692729087914808]"
M00,1,1,KYOw02752,4,clean_test,117193,4,0.8229331103393548,False,"[96442, 12496, 7895, 360]","[0.8229331103393548, 0.10662752894797471, 0.06736750488510405, 0.003071855827566493]"
M00,1,1,KYOw02752,6,clean_test,117193,6,0.6538957104946541,False,"[2, 12085, 76632, 26927, 1541, 6]","[1.706586570870274e-05, 0.1031204935448363, 0.6538957104946541, 0.22976628296911933, 0.01314924952855546, 5.1197597126108214e-05]"
M00,1,1,KYOw02752,8,clean_test,117193,7,0.4025496403368802,False,"[47176, 717, 42430, 0, 4823, 4303, 6, 17738]","[0.4025496403368802, 0.0061181128565699315, 0.36205234101012856, 0.0, 0.04115433515653665, 0.036717210072273944, 5.1197597126108214e-05, 0.1513571629704846]"
M00,1,1,KYOw02752,10,clean_test,117193,9,0.4717005281885437,False,"[1523, 6, 21598, 55280, 3174, 4768, 30561, 0, 280, 3]","[0.012995656737177135, 5.1197597126108214e-05, 0.18429428378828086, 0.4717005281885437, 0.027083528879711244, 0.04068502384954733, 0.26077496096183217, 0.0, 0.0023892211992183835, 2.5598798563054107e-05]"
M00,1,1,KYOw02752,12,clean_test,117193,11,0.3912605701705733,False,"[31967, 0, 16046, 1057, 179, 2418, 8718, 45853, 2, 9950, 2, 1001]","[0.2727722645550502, 0.0, 0.13691944058092206, 0.009019310027049397, 0.001527394980928895, 0.02063263164182161, 0.07439010862423523, 0.3912605701705733, 1.706586570870274e-05, 0.08490268190079613, 1.706586570870274e-05, 0.00854146578720572]"
M00,1,1,KYOw02752,14,clean_test,117193,11,0.30814127123633667,False,"[13752, 0, 10251, 0, 2, 36112, 187, 606, 0, 838, 2201, 17410, 158, 35676]","[0.11734489261304003, 0.0, 0.08747109468995588, 0.0, 1.706586570870274e-05, 0.30814127123633667, 0.001595658443763706, 0.00517095730973693, 0.0, 0.007150597731946447, 0.018780985212427364, 0.14855836099425734, 0.0013482033909875163, 0.30442091251183945]"
M00,1,1,KYOw02766,2,clean_test,46176,2,0.6843814968814969,False,"[14574, 31602]","[0.3156185031185031, 0.6843814968814969]"
M00,1,1,KYOw02766,4,clean_test,46176,4,0.3788764726264726,False,"[17495, 14222, 10863, 3596]","[0.3788764726264726, 0.3079954954954955, 0.235252079002079, 0.07787595287595288]"
M00,1,1,KYOw02766,6,clean_test,46176,6,0.29617117117117114,False,"[2656, 11638, 13676, 13007, 5101, 98]","[0.05751905751905752, 0.25203568953568956, 0.29617117117117114, 0.28168312543312546, 0.11046864171864172, 0.0021223146223146223]"
M00,1,1,KYOw02766,8,clean_test,46176,8,0.2776550589050589,False,"[9349, 1528, 6708, 1346, 10201, 12821, 67, 4156]","[0.20246448371448372, 0.03309078309078309, 0.14527027027027026, 0.02914934164934165, 0.22091562716562715, 0.2776550589050589, 0.001450970200970201, 0.090003465003465]"
M00,1,1,KYOw02766,10,clean_test,46176,10,0.21361746361746362,False,"[6812, 58, 5110, 9758, 4709, 9864, 5006, 1310, 439, 3110]","[0.14752252252252251, 0.001256063756063756, 0.11066354816354816, 0.21132189882189883, 0.10197938322938323, 0.21361746361746362, 0.1084112959112959, 0.02836971586971587, 0.009507103257103256, 0.06735100485100486]"
M00,1,1,KYOw02766,12,clean_test,46176,12,0.21002252252252251,False,"[6420, 1117, 9698, 6740, 308, 4326, 356, 2292, 22, 5356, 3006, 6535]","[0.13903326403326402, 0.02419005544005544, 0.21002252252252251, 0.14596327096327097, 0.00667013167013167, 0.09368503118503119, 0.0077096327096327095, 0.04963617463617464, 0.00047643797643797645, 0.11599099099099099, 0.0650987525987526, 0.14152373527373527]"
M00,1,1,KYOw02766,14,clean_test,46176,13,0.15079261954261955,False,"[5427, 1176, 560, 0, 2551, 6963, 297, 6813, 1031, 6066, 3675, 5993, 247, 5377]","[0.11752858627858628, 0.02546777546777547, 0.012127512127512128, 0.0, 0.05524514899514899, 0.15079261954261955, 0.006431912681912682, 0.1475441787941788, 0.02232761607761608, 0.13136694386694386, 0.07958679833679834, 0.12978603603603603, 0.005349099099099099, 0.11644577269577269]"
M00,1,1,KYOw02769,2,clean_test,161734,2,0.9750083470389652,False,"[4042, 157692]","[0.024991652961034786, 0.9750083470389652]"
M00,1,1,KYOw02769,4,clean_test,161734,4,0.7081071388823624,False,"[114525, 6918, 39471, 820]","[0.7081071388823624, 0.04277393745285469, 0.24404887036739337, 0.005070053297389541]"
M00,1,1,KYOw02769,6,clean_test,161734,6,0.6513349079352517,False,"[356, 46297, 105343, 7650, 2030, 58]","[0.002201145090086191, 0.28625397257224827, 0.6513349079352517, 0.04729988746954877, 0.012551473406952156, 0.00035861352591291877]"
M00,1,1,KYOw02769,8,clean_test,161734,8,0.64129372920969,False,"[8208, 892, 103719, 63, 35183, 3374, 33, 10262]","[0.05074999690850409, 0.0055152287088676465, 0.64129372920969, 0.00038952848504334277, 0.21753620141714172, 0.020861414421210134, 0.00020403873026079858, 0.06344986211928227]"
M00,1,1,KYOw02769,10,clean_test,161734,10,0.5976912708521399,False,"[1979, 34, 14910, 9326, 2963, 35390, 96667, 68, 394, 3]","[0.012236140823821831, 0.0002102217220868834, 0.09218840812692446, 0.0576625817700669, 0.01832020478068928, 0.21881608072514128, 0.5976912708521399, 0.0004204434441737668, 0.0024360987794774134, 1.854897547825442e-05]"
M00,1,1,KYOw02769,12,clean_test,161734,12,0.530333757898772,False,"[85773, 58, 13106, 1650, 302, 2409, 1114, 1442, 9, 33090, 3, 22778]","[0.530333757898772, 0.00035861352591291877, 0.08103429087266746, 0.01020193651303993, 0.0018672635314776114, 0.014894827309038298, 0.0068878528942584736, 0.00891587421321429, 5.564692643476325e-05, 0.20459519952514624, 1.854897547825442e-05, 0.1408361878145597]"
M00,1,1,KYOw02769,14,clean_test,161734,14,0.5562961405765021,False,"[30728, 4, 1651, 8, 7, 89972, 311, 1545, 49, 23121, 2303, 10919, 386, 730]","[0.18999097283193392, 2.4731967304339222e-05, 0.010208119504866015, 4.9463934608678444e-05, 4.3280942782593644e-05, 0.5562961405765021, 0.0019229104579123746, 0.009552722371301026, 0.0003029665994781555, 0.1429569540109068, 0.014239430175473309, 0.06751208774902, 0.002386634844868735, 0.004513584033041908]"
M00,1,1,KYOw02774,2,clean_test,38927,2,0.9561743776813009,False,"[1706, 37221]","[0.0438256223186991, 0.9561743776813009]"
M00,1,1,KYOw02774,4,clean_test,38927,4,0.5419117835949341,False,"[21095, 3330, 14119, 383]","[0.5419117835949341, 0.08554473758573741, 0.3627045495414494, 0.009838929277879107]"
M00,1,1,KYOw02774,6,clean_test,38927,5,0.47455493616256067,False,"[0, 9426, 18473, 4091, 1214, 5723]","[0.0, 0.2421455544994477, 0.47455493616256067, 0.10509415058956509, 0.031186580008734296, 0.14701877873969224]"
M00,1,1,KYOw02774,8,clean_test,38927,7,0.3027975441210471,False,"[5996, 706, 11787, 0, 7739, 1099, 5202, 6398]","[0.15403190587509955, 0.018136511932591776, 0.3027975441210471, 0.0, 0.1988080252780846, 0.028232332314331955, 0.13363475222853033, 0.1643589282503147]"
M00,1,1,KYOw02774,10,clean_test,38927,9,0.2200529195673954,False,"[190, 5084, 7330, 7820, 1713, 7856, 8566, 0, 360, 8]","[0.004880930973360393, 0.13060343720296966, 0.18830117913016672, 0.20088884321935932, 0.044005446091401855, 0.20181365119325917, 0.2200529195673954, 0.0, 0.009248079738998638, 0.00020551288308885864]"
M00,1,1,KYOw02774,12,clean_test,38927,11,0.22973771418295785,False,"[8943, 0, 4574, 165, 305, 1335, 473, 8704, 4093, 4251, 4, 6080]","[0.22973771418295785, 0.0, 0.11750199090605493, 0.004238703213707709, 0.007835178667762736, 0.034294962365453284, 0.012150949212628766, 0.2235980168006782, 0.1051455288103373, 0.10920440825134226, 0.00010275644154442932, 0.15618979114753256]"
M00,1,1,KYOw02774,14,clean_test,38927,13,0.25103398669304083,False,"[4074, 13, 933, 2538, 10, 9772, 296, 131, 0, 6105, 1277, 3725, 7851, 2202]","[0.10465743571300126, 0.00033395843501939527, 0.02396793999023814, 0.06519896215994041, 0.0002568911038610733, 0.25103398669304083, 0.007603976674287769, 0.00336527346058006, 0.0, 0.15683201890718523, 0.03280499396305906, 0.0956919361882498, 0.20168520564132864, 0.05656742107020834]"
M00,1,1,KYOw02775,2,clean_test,51705,2,0.8908229378203268,False,"[5645, 46060]","[0.10917706217967314, 0.8908229378203268]"
M00,1,1,KYOw02775,4,clean_test,51705,4,0.503413596363988,False,"[26029, 14554, 10622, 500]","[0.503413596363988, 0.2814814814814815, 0.20543467749734068, 0.009670244657189827]"
M00,1,1,KYOw02775,6,clean_test,51705,5,0.34592399187699446,False,"[0, 13837, 15773, 17886, 4206, 3]","[0.0, 0.26761435064307126, 0.3050575379557103, 0.34592399187699446, 0.08134609805628082, 5.802146794313896e-05]"
M00,1,1,KYOw02775,8,clean_test,51705,6,0.3293491925345711,False,"[17029, 1525, 11903, 0, 10469, 4017, 0, 6762]","[0.3293491925345711, 0.029494246204428972, 0.23020984430906102, 0.0, 0.2024755826322406, 0.07769074557586307, 0.0, 0.1307803887438352]"
M00,1,1,KYOw02775,10,clean_test,51705,8,0.3101440866453921,False,"[2418, 0, 4801, 16036, 5287, 10214, 11961, 0, 470, 518]","[0.04676530316217, 0.0, 0.09285368919833671, 0.3101440866453921, 0.10225316700512523, 0.1975437578570738, 0.23133159268929504, 0.0, 0.009090029977758438, 0.01001837346484866]"
M00,1,1,KYOw02775,12,clean_test,51705,10,0.27722657383231797,False,"[10355, 0, 14334, 1255, 329, 3839, 2352, 2152, 0, 8351, 484, 8254]","[0.20027076685040132, 0.0, 0.27722657383231797, 0.024272314089546467, 0.006363020984430906, 0.07424813847790349, 0.04548883086742095, 0.04162073300454502, 0.0, 0.1615124262643845, 0.009360796828159752, 0.15963639880088967]"
M00,1,1,KYOw02775,14,clean_test,51705,11,0.24920220481578184,False,"[7048, 358, 2429, 0, 744, 8107, 230, 597, 0, 7682, 3965, 7660, 0, 12885]","[0.1363117686877478, 0.006923895174547916, 0.04697804854462818, 0.0, 0.014389324049898462, 0.15679334687167584, 0.00444831254230732, 0.011546272120684653, 0.0, 0.1485736389130645, 0.07668504013151532, 0.14814814814814814, 0.0, 0.24920220481578184]"
M00,1,1,KYOw02776,2,clean_test,91475,2,0.7604263459961739,False,"[21915, 69560]","[0.2395736540038262, 0.7604263459961739]"
M00,1,1,KYOw02776,4,clean_test,91475,4,0.6009838753757857,False,"[54975, 32019, 412, 4069]","[0.6009838753757857, 0.3500300628587046, 0.004503962831374692, 0.04448209893413501]"
M00,1,1,KYOw02776,6,clean_test,91475,5,0.7241760043727794,False,"[43, 589, 66244, 9434, 15165, 0]","[0.0004700737906531839, 0.006438917737086635, 0.7241760043727794, 0.10313200327958459, 0.16578300081989614, 0.0]"
M00,1,1,KYOw02776,8,clean_test,91475,7,0.7200983875375786,False,"[799, 6281, 12558, 4, 182, 5780, 0, 65871]","[0.008734626947253347, 0.06866356928122438, 0.13728341076796938, 4.3727794479365945e-05, 0.0019896146488111504, 0.06318666302268379, 0.0, 0.7200983875375786]"
M00,1,1,KYOw02776,10,clean_test,91475,9,0.6748510522000547,False,"[247, 0, 61732, 1099, 15311, 169, 9252, 11, 2101, 1553]","[0.002700191309100847, 0.0, 0.6748510522000547, 0.012014211533205794, 0.167379065318393, 0.0018474993167532112, 0.10114238863077343, 0.00012025143481825635, 0.022968024050286962, 0.01697731620661383]"
M00,1,1,KYOw02776,12,clean_test,91475,11,0.6687072970757038,False,"[13476, 10, 1871, 211, 1738, 9511, 61170, 727, 0, 1070, 1647, 44]","[0.14731893960098388, 0.00010931948619841486, 0.020453675867723422, 0.0023066411587865537, 0.018999726701284504, 0.10397376332331237, 0.6687072970757038, 0.00794752664662476, 0.0, 0.01169718502323039, 0.01800491937687893, 0.0004810057392730254]"
M00,1,1,KYOw02776,14,clean_test,91475,13,0.6665427712489751,False,"[1058, 2191, 60972, 0, 123, 12612, 1450, 212, 7, 36, 9275, 3442, 6, 91]","[0.011566001639792293, 0.023951899426072697, 0.6665427712489751, 0.0, 0.0013446296802405028, 0.13787373599344083, 0.015851325498770157, 0.0023175731074063953, 7.65236403388904e-05, 0.0003935501503142935, 0.1013938234490298, 0.037627767149494395, 6.559169171904892e-05, 0.0009948073244055752]"
M00,1,1,KYOw16719,2,clean_test,81497,2,0.9652502546105992,False,"[2832, 78665]","[0.034749745389400837, 0.9652502546105992]"
M00,1,1,KYOw16719,4,clean_test,81497,4,0.9012601690859786,False,"[73450, 7420, 436, 191]","[0.9012601690859786, 0.09104629618268158, 0.005349890180006626, 0.002343644551333178]"
M00,1,1,KYOw16719,6,clean_test,81497,5,0.917371191577604,False,"[31, 794, 74763, 4173, 1736, 0]","[0.0003803820999545996, 0.009742689914966195, 0.917371191577604, 0.05120433881001755, 0.021301397597457576, 0.0]"
M00,1,1,KYOw16719,8,clean_test,81497,7,0.623053609335313,False,"[792, 503, 27600, 7, 242, 1576, 0, 50777]","[0.009718149134323962, 0.006172006331521406, 0.3386627728628048, 8.58927322478128e-05, 0.0029694344577101, 0.019338135146078995, 0.0, 0.623053609335313]"
M00,1,1,KYOw16719,10,clean_test,81497,9,0.7021730861258697,False,"[397, 0, 57225, 681, 3382, 242, 19448, 12, 101, 9]","[0.004871344957483098, 0.0, 0.7021730861258697, 0.008356135808680075, 0.0414984600660147, 0.0029694344577101, 0.2386345509650662, 0.0001472446838533934, 0.0012393094224327275, 0.00011043351289004503]"
M00,1,1,KYOw16719,12,clean_test,81497,11,0.5411119427708996,False,"[44099, 9, 2753, 373, 66, 2398, 30030, 26, 0, 1692, 9, 42]","[0.5411119427708996, 0.00011043351289004503, 0.033780384554032664, 0.004576855589776311, 0.0008098457611936636, 0.029424395990036444, 0.3684798213431169, 0.000319030148349019, 0.0, 0.020761500423328465, 0.00011043351289004503, 0.0005153563934868768]"
M00,1,1,KYOw16719,14,clean_test,81497,12,0.4787783599396297,False,"[1517, 9, 35383, 0, 8, 39019, 69, 351, 8, 39, 2517, 2307, 0, 270]","[0.018614182117133147, 0.00011043351289004503, 0.4341632207320515, 0.0, 9.816312256892891e-05, 0.4787783599396297, 0.0008466569321570119, 0.004306907002711757, 9.816312256892891e-05, 0.0004785452225235285, 0.030884572438249262, 0.028307790470814876, 0.0, 0.003313005386701351]"
M00,1,2,KYOw02707,2,clean_test,115078,2,0.9755557100401466,False,"[2813, 112265]","[0.024444289959853316, 0.9755557100401466]"
M00,1,2,KYOw02707,4,clean_test,115078,4,0.6955716991953284,False,"[28856, 80045, 5724, 453]","[0.25075166408870503, 0.6955716991953284, 0.04974017622829733, 0.003936460487669233]"
M00,1,2,KYOw02707,6,clean_test,115078,6,0.9300995846295556,False,"[1435, 41, 107034, 1004, 71, 5493]","[0.012469803090078033, 0.00035628008828794385, 0.9300995846295556, 0.00872451728392916, 0.0006169728358157076, 0.047732842072333546]"
M00,1,2,KYOw02707,8,clean_test,115078,8,0.5227410973426719,False,"[1152, 2782, 60156, 33409, 20, 5, 814, 16740]","[0.010010601505066129, 0.024174907454074628, 0.5227410973426719, 0.29031613340516865, 0.0001737951650185092, 4.34487912546273e-05, 0.007073463216253324, 0.1454665531204922]"
M00,1,2,KYOw02707,10,clean_test,115078,10,0.7953996419819601,False,"[2275, 2965, 91533, 2594, 642, 1, 1206, 15, 13844, 3]","[0.01976920002085542, 0.02576513321399399, 0.7953996419819601, 0.02254123290290064, 0.005578824797094145, 8.68975825092546e-06, 0.010479848450616103, 0.0001303463737638819, 0.12030101322581206, 2.6069274752776378e-05]"
M00,1,2,KYOw02707,12,clean_test,115078,12,0.743069917794887,False,"[280, 6427, 1928, 2995, 9, 1, 687, 85511, 19, 1601, 6, 15614]","[0.0024331323102591285, 0.05584907627869792, 0.016753853907784284, 0.02602582596152175, 7.820782425832913e-05, 8.68975825092546e-06, 0.005969863918385791, 0.743069917794887, 0.00016510540676758373, 0.01391230295973166, 5.2138549505552756e-05, 0.13568188532995012]"
M00,1,2,KYOw02707,14,clean_test,115078,14,0.7338848433236588,False,"[84454, 1739, 824, 364, 1554, 5, 363, 1, 3, 16, 7, 3195, 10568, 11985]","[0.7338848433236588, 0.015111489598359373, 0.007160360798762579, 0.003163072003336867, 0.013503884321938164, 4.34487912546273e-05, 0.003154382245085942, 8.68975825092546e-06, 2.6069274752776378e-05, 0.00013903613201480736, 6.0828307756478214e-05, 0.02776377761170684, 0.09183336519578025, 0.10414675263734163]"
M00,1,2,KYOw02720,2,clean_test,131174,2,0.9915227102931984,False,"[1112, 130062]","[0.008477289706801653, 0.9915227102931984]"
M00,1,2,KYOw02720,4,clean_test,131174,4,0.8484303291810877,False,"[17461, 111292, 2419, 2]","[0.13311326939789897, 0.8484303291810877, 0.018441154497080215, 1.5246923933096498e-05]"
M00,1,2,KYOw02720,6,clean_test,131174,5,0.5000381173098327,False,"[65592, 0, 60476, 564, 3306, 1236]","[0.5000381173098327, 0.0, 0.4610364858889719, 0.004299632549133212, 0.025203165261408512, 0.009422598990653636]"
M00,1,2,KYOw02720,8,clean_test,131174,6,0.78605516337079,False,"[14596, 254, 5174, 103110, 0, 0, 411, 7629]","[0.11127205086373824, 0.0019363593395032553, 0.03944379221492064, 0.78605516337079, 0.0, 0.0, 0.0031332428682513303, 0.05815939134279659]"
M00,1,2,KYOw02720,10,clean_test,131174,9,0.7730190434079924,False,"[101400, 2679, 3899, 279, 323, 1, 12519, 0, 10073, 1]","[0.7730190434079924, 0.02042325460838276, 0.029723878207571622, 0.0021269458886669615, 0.0024623782151950843, 7.623461966548249e-06, 0.09543812035921753, 0.0, 0.0767911323890405, 7.623461966548249e-06]"
M00,1,2,KYOw02720,12,clean_test,131174,10,0.7312272249073749,False,"[40, 95918, 40, 2387, 7, 2, 16501, 3940, 0, 1567, 0, 10772]","[0.00030493847866192996, 0.7312272249073749, 0.00030493847866192996, 0.01819720371415067, 5.336423376583774e-05, 1.5246923933096498e-05, 0.12579474591001266, 0.0300364401482001, 0.0, 0.011945964901581107, 0.0, 0.08211993230365773]"
M00,1,2,KYOw02720,14,clean_test,131174,12,0.6740360132343299,False,"[2548, 19, 18651, 9345, 1787, 3, 50, 0, 1, 0, 22, 2228, 8104, 88416]","[0.019424581090764937, 0.00014484577736441673, 0.1421851891380914, 0.07124125207739339, 0.01362312653422172, 2.2870385899644748e-05, 0.00038117309832741246, 0.0, 7.623461966548249e-06, 0.0, 0.00016771616326406147, 0.0169850732614695, 0.06178053577690701, 0.6740360132343299]"
M00,1,2,KYOw02751,2,clean_test,71469,2,0.9100309224978662,False,"[6430, 65039]","[0.08996907750213379, 0.9100309224978662]"
M00,1,2,KYOw02751,4,clean_test,71469,4,0.8708111209055674,False,"[153, 62236, 7474, 1606]","[0.002140788313814381, 0.8708111209055674, 0.10457680952580839, 0.022471281254809777]"
M00,1,2,KYOw02751,6,clean_test,71469,6,0.8138353691810435,False,"[58164, 1462, 5292, 629, 1, 5921]","[0.8138353691810435, 0.02045642166533742, 0.07404608991310918, 0.008801018623459122, 1.3992080482446936e-05, 0.0828471085365683]"
M00,1,2,KYOw02751,8,clean_test,71469,7,0.47580069680560805,False,"[34005, 4874, 1419, 29621, 1070, 0, 461, 19]","[0.47580069680560805, 0.06819740027144636, 0.019854762204592202, 0.4144594159705607, 0.01497152611621822, 0.0, 0.006450349102408037, 0.0002658495291664918]"
M00,1,2,KYOw02751,10,clean_test,71469,8,0.46758734556241166,False,"[33418, 1591, 501, 5060, 385, 0, 29561, 919, 34, 0]","[0.46758734556241166, 0.022261400047573075, 0.007010032321705915, 0.07079992724118149, 0.00538695098574207, 0.0, 0.41361989114161385, 0.012858721963368734, 0.0004757307364031958, 0.0]"
M00,1,2,KYOw02751,12,clean_test,71469,9,0.5407519344051267,False,"[139, 23302, 4845, 1450, 0, 0, 38647, 436, 873, 1756, 0, 21]","[0.001944899187060124, 0.3260434594019785, 0.0677916299374554, 0.020288516699548054, 0.0, 0.0, 0.5407519344051267, 0.006100547090346864, 0.012215086261176174, 0.024570093327176818, 0.0, 0.00029383369013138565]"
M00,1,2,KYOw02751,14,clean_test,71469,10,0.3949404636975472,False,"[569, 4767, 10990, 28226, 1919, 0, 155, 0, 0, 837, 0, 1307, 6, 22693]","[0.007961493794512307, 0.06670024765982453, 0.15377296450209182, 0.3949404636975472, 0.02685080244581567, 0.0, 0.0021687724747792747, 0.0, 0.0, 0.011711371363808084, 0.0, 0.018287649190558145, 8.395248289468161e-05, 0.3175222823881683]"
M00,1,2,KYOw02752,2,clean_test,117193,2,0.9687353340216566,False,"[3664, 113529]","[0.03126466597834342, 0.9687353340216566]"
M00,1,2,KYOw02752,4,clean_test,117193,4,0.836005563472221,False,"[9055, 97974, 9929, 235]","[0.07726570699615165, 0.836005563472221, 0.08472349031085474, 0.002005239220772572]"
M00,1,2,KYOw02752,6,clean_test,117193,6,0.5387267157594737,False,"[41285, 4, 63135, 1018, 1017, 10734]","[0.35228213289189625, 3.413173141740548e-05, 0.5387267157594737, 0.008686525645729694, 0.008677992712875343, 0.0915925012586076]"
M00,1,2,KYOw02752,8,clean_test,117193,8,0.41819050625890625,False,"[12852, 4113, 49009, 44195, 3, 5, 890, 6126]","[0.10966525304412379, 0.03509595282994718, 0.41819050625890625, 0.3771129674980588, 2.5598798563054107e-05, 4.2664664271756846e-05, 0.007594310240372718, 0.05227274666575649]"
M00,1,2,KYOw02752,10,clean_test,117193,9,0.5007210328261927,False,"[32082, 4366, 58681, 3648, 752, 21, 11008, 0, 6633, 2]","[0.27375355183330063, 0.03725478484209808, 0.5007210328261927, 0.031128139052673795, 0.006416765506472229, 0.00017919158994137875, 0.09393052486069987, 0.0, 0.05659894362291263, 1.706586570870274e-05]"
M00,1,2,KYOw02752,12,clean_test,117193,11,0.4985792666797505,False,"[301, 27163, 1689, 4485, 20, 2, 14831, 58430, 0, 2936, 1, 7335]","[0.0025684127891597622, 0.23178005512274624, 0.014412123590999462, 0.03827020385176589, 0.00017065865708702739, 1.706586570870274e-05, 0.12655192716288516, 0.4985792666797505, 0.0, 0.02505269086037562, 8.53293285435137e-06, 0.06258906248666729]"
M00,1,2,KYOw02752,14,clean_test,117193,13,0.44553002312424805,False,"[52213, 1240, 22324, 7104, 3036, 1, 355, 0, 2, 1, 299, 4288, 6626, 19704]","[0.44553002312424805, 0.010580836739395697, 0.19048919304053996, 0.06061795499731212, 0.025905984145810756, 8.53293285435137e-06, 0.003029191163294736, 0.0, 1.706586570870274e-05, 8.53293285435137e-06, 0.0025513469234510595, 0.03658921607945867, 0.056539213092932174, 0.16813290896213937]"
